,Latitude,Longitude,District,Mandal,Village,SoilType,pH,EC,OC,P,K,Ca,Mg,S,Zn,B,Fe,Cu,Mn,Crop
1528,13.89,78.79,Kadapa,Sambepalli,Guttapalli,Red,6.71,0.05,0.32,23.13,104.0,1533.0,366.0,3.41,0.66,0.45,6.93,1.05,13.46,Tomato
1529,13.88,78.79,Kadapa,Sambepalli,Guttapalli,Red,5.66,0.03,0.28,12.46,116.0,364.0,119.0,2.64,0.78,0.33,18.25,0.61,13.39,Tomato
1530,13.86,78.78,Kadapa,Sambepalli,Guttapalli,Red,8.11,0.1,0.32,17.84,126.0,1026.0,261.0,3.64,1.95,0.52,2.93,1.48,6.65,Tomato
1531,14.52,79.24,Kadapa,Sambepalli,Kattaguttapalli (Devpatla),Black,8.75,0.2,0.59,22.26,188.0,1859.0,839.0,8.4,1.03,1.41,6.57,1.01,1.55,Mango
1532,14.54,79.26,Kadapa,Sambepalli,Kattaguttapalli (Devpatla),Red,6.16,0.11,0.21,16.07,69.0,502.0,118.0,6.35,0.54,0.11,11.67,0.53,14.94,Groundnut
1533,14.54,79.26,Kadapa,Sambepalli,Kattaguttapalli (Devpatla),Red,5.62,0.07,0.16,10.81,56.0,318.0,98.0,4.21,0.39,0.39,13.77,0.58,12.16,Groundnut
1534,14.54,79.26,Kadapa,Sambepalli,Kattaguttapalli (Devpatla),Red,5.53,0.06,0.17,11.67,57.0,303.0,94.0,4.73,0.4,0.21,14.13,0.58,12.49,Groundnut
1535,14.54,79.26,Kadapa,Sambepalli,Kattaguttapalli (Devpatla),Red,6.25,0.08,0.2,3.3,66.0,812.0,136.0,4.15,0.26,0.47,7.78,0.65,16.4,Groundnut
1536,14.54,79.26,Kadapa,Sambepalli,Kattaguttapalli (Devpatla),Red,7.65,0.09,0.23,3.48,53.0,801.0,236.0,1.3,0.22,0.29,4.68,0.76,8.84,Groundnut
1537,14.54,79.25,Kadapa,Sambepalli,Kattaguttapalli (Devpatla),Red,6.71,0.11,0.38,54.87,145.0,509.0,239.0,5.76,1.63,0.98,10.14,2.98,10.04,Tomato
1538,14.54,79.26,Kadapa,Sambepalli,Kattaguttapalli (Devpatla),Red,6.23,0.09,0.24,12.63,64.0,320.0,93.0,3.77,0.71,0.32,7.8,0.58,16.75,Groundnut
1539,14.52,79.23,Kadapa,Sambepalli,Kattaguttapalli (Devpatla),Red,8.43,0.15,0.25,49.6,62.0,564.0,366.0,5.04,0.31,0.59,3.49,0.69,3.16,Groundnut
1540,14.52,79.24,Kadapa,Sambepalli,Kattaguttapalli (Devpatla),Black,8.32,0.09,0.52,1.83,103.0,1893.0,473.0,3.45,0.12,0.64,2.18,0.93,2.47,Groundnut
1541,14.54,79.25,Kadapa,Sambepalli,Kattaguttapalli (Devpatla),Red,8.07,0.08,0.19,15.37,99.0,596.0,242.0,2.72,0.55,0.78,3.58,0.86,4.73,Groundnut
1542,14.53,79.24,Kadapa,Sambepalli,Kattaguttapalli (Devpatla),Red,8.2,0.1,0.16,18.12,59.0,1009.0,241.0,3.42,0.31,0.35,4.75,0.64,5.33,Groundnut
1543,14.54,79.25,Kadapa,Sambepalli,Kattaguttapalli (Devpatla),Red,5.44,0.15,0.16,15.37,98.0,309.0,117.0,5.9,0.87,0.32,15.13,0.64,10.1,Groundnut
1544,14.52,79.26,Kadapa,Sambepalli,Kattaguttapalli (Devpatla),Red,7.95,0.09,0.26,5.28,59.0,983.0,243.0,2.09,0.19,0.45,2.97,0.63,5.54,Groundnut
1545,14.52,79.28,Kadapa,Sambepalli,Kattaguttapalli (Devpatla),Red,7.11,0.05,0.2,16.27,57.0,485.0,102.0,2.11,0.38,0.27,7.66,0.42,3.14,Groundnut
1546,14.52,79.28,Kadapa,Sambepalli,Kattaguttapalli (Devpatla),Red,7.53,0.08,0.23,1.3,67.0,275.0,160.0,2.65,0.18,0.6,3.15,0.52,6.84,Groundnut
1547,14.54,79.25,Kadapa,Sambepalli,Kattaguttapalli (Devpatla),Red,7.03,0.06,0.22,7.89,50.0,283.0,125.0,2.04,0.4,0.45,5.04,0.68,10.68,Groundnut
1548,14.54,79.24,Kadapa,Sambepalli,Kattaguttapalli (Devpatla),Red,7.68,0.19,0.26,29.66,241.0,873.0,183.0,8.19,0.73,0.55,4.09,0.77,6.54,Groundnut
1549,14.54,79.25,Kadapa,Sambepalli,Kattaguttapalli (Devpatla),Red,6.7,0.05,0.14,17.22,61.0,508.0,175.0,2.23,0.42,0.22,9.84,0.66,7.07,Groundnut
1550,14.52,79.27,Kadapa,Sambepalli,Kattaguttapalli (Devpatla),Red,8.76,0.14,0.16,16.2,84.0,512.0,130.0,5.22,0.76,0.55,2.5,0.39,3.33,Groundnut
1551,14.54,79.25,Kadapa,Sambepalli,Kattaguttapalli (Devpatla),Red,6.12,0.15,0.26,30.15,110.0,276.0,100.0,10.97,1.56,0.33,16.9,0.56,18.87,Groundnut
1552,14.54,79.26,Kadapa,Sambepalli,Kattaguttapalli (Devpatla),Red,7.77,0.6,0.59,27.4,165.0,2002.0,352.0,17.55,0.61,1.13,3.05,0.72,15.12,Groundnut
1553,14.52,79.24,Kadapa,Sambepalli,Kattaguttapalli (Devpatla),Red,7.97,0.09,0.36,14.9,86.0,700.0,188.0,2.46,0.4,0.48,2.04,0.33,4.26,Groundnut
1554,14.47,79.24,Kadapa,Sambepalli,Motukuvandlapalli (Devpatla),Red,7.98,0.11,0.48,10.99,149.0,894.0,420.0,5.74,0.67,0.88,5.28,1.02,43.48,Groundnut
1555,14.34,79.24,Kadapa,Sambepalli,Motukuvandlapalli (Devpatla),Red,7.58,0.08,0.21,37.41,57.0,710.0,284.0,3.45,0.44,0.29,9.16,0.98,8.83,Groundnut
1556,14.34,79.24,Kadapa,Sambepalli,Motukuvandlapalli (Devpatla),Red,8.17,0.06,0.23,10.66,36.0,739.0,310.0,2.08,1.21,0.5,4.47,0.96,10.26,Mango
1557,14.34,79.23,Kadapa,Sambepalli,Motukuvandlapalli (Devpatla),Red,8.15,0.11,0.49,11.42,114.0,1526.0,459.0,5.21,0.7,0.75,5.22,0.96,10.86,Groundnut
1558,14.34,79.24,Kadapa,Sambepalli,Motukuvandlapalli (Devpatla),Red,7.02,0.09,0.43,20.78,101.0,806.0,241.0,3.87,1.69,0.58,7.38,1.4,17.56,Tomato
1559,14.48,79.25,Kadapa,Sambepalli,Motukuvandlapalli (Devpatla),Red,6.81,0.05,0.2,16.31,109.0,378.0,149.0,3.14,0.63,0.32,10.17,0.75,8.01,Tomato
1560,14.47,79.25,Kadapa,Sambepalli,Motukuvandlapalli (Devpatla),Red,6.42,0.18,0.2,10.84,219.0,265.0,81.0,6.09,1.08,0.44,8.34,0.55,13.0,Cowpea
1561,14.34,79.23,Kadapa,Sambepalli,Motukuvandlapalli (Devpatla),Red,5.62,0.04,0.2,31.07,37.0,277.0,92.0,3.18,0.85,0.38,14.9,1.08,14.78,Groundnut
1562,14.34,79.23,Kadapa,Sambepalli,Motukuvandlapalli (Devpatla),Red,8.1,0.06,0.19,15.0,30.0,450.0,151.0,2.69,0.63,0.32,3.47,0.49,10.7,Groundnut
1563,14.47,79.24,Kadapa,Sambepalli,Motukuvandlapalli (Devpatla),Red,5.16,0.04,0.26,32.1,48.0,320.0,81.0,3.18,0.97,0.57,22.13,1.08,20.37,Cowpea
1564,14.45,79.24,Kadapa,Sambepalli,Motukuvandlapalli (Devpatla),Red,5.45,0.06,0.21,28.57,81.0,238.0,74.0,5.27,1.16,0.28,19.91,0.88,15.17,Groundnut
1565,14.45,79.24,Kadapa,Sambepalli,Motukuvandlapalli (Devpatla),Red,5.6,0.03,0.23,14.4,32.0,351.0,87.0,2.24,0.86,0.3,16.01,0.87,14.58,Groundnut
1566,14.46,79.24,Kadapa,Sambepalli,Motukuvandlapalli (Devpatla),Red,8.15,0.08,0.24,5.54,52.0,1878.0,220.0,3.86,0.28,0.53,6.08,1.24,7.24,Cowpea
1567,14.47,79.24,Kadapa,Sambepalli,Motukuvandlapalli (Devpatla),Red,6.53,0.05,0.17,13.97,43.0,664.0,170.0,2.98,0.64,0.24,13.48,1.04,13.51,Cowpea
1568,14.46,79.24,Kadapa,Sambepalli,Motukuvandlapalli (Devpatla),Red,6.4,0.05,0.27,22.03,89.0,363.0,136.0,2.64,1.06,0.29,9.98,1.08,15.26,Groundnut
1569,14.17,79.35,Kadapa,Veeraballi,Matli,Red,8.65,0.62,0.55,12.27,51.0,873.0,522.0,25.9,0.68,1.61,9.37,1.15,2.58,Horsegram
1570,14.17,79.37,Kadapa,Veeraballi,Matli,Red,8.66,0.59,0.55,11.9,48.0,874.0,525.0,27.63,0.95,1.68,9.18,1.22,2.39,Horsegram
1571,14.17,79.36,Kadapa,Veeraballi,Matli,Red,8.36,0.21,0.7,18.77,184.0,2052.0,636.0,9.73,0.81,1.48,7.92,1.14,6.55,Horsegram
1572,14.17,79.34,Kadapa,Veeraballi,Matli,Red,9.27,1.08,0.39,10.76,144.0,1673.0,466.0,140.14,3.08,1.53,23.48,1.71,15.6,Groundnut
1573,14.17,79.34,Kadapa,Veeraballi,Matli,Red,8.18,0.36,0.64,33.29,122.0,1499.0,660.0,31.1,0.35,1.06,9.07,1.59,5.89,Groundnut
1574,14.15,79.35,Kadapa,Veeraballi,Matli,Red,7.95,0.75,0.68,15.75,111.0,2134.0,478.0,39.18,0.49,0.84,10.75,2.12,8.36,Horsegram
1575,14.18,79.35,Kadapa,Veeraballi,Matli,Red,8.65,0.29,0.69,13.38,142.0,1850.0,415.0,8.36,0.56,1.35,11.22,1.53,5.27,Groundnut
1576,14.18,79.36,Kadapa,Veeraballi,Matli,Red,7.5,0.08,0.21,9.8,59.0,313.0,207.0,2.31,0.38,0.37,4.19,0.88,7.78,Horsegram
1577,14.18,79.36,Kadapa,Veeraballi,Matli,Red,8.4,0.48,0.79,14.64,93.0,1828.0,474.0,31.91,4.02,1.21,22.71,2.61,3.09,Mango
1578,14.18,79.36,Kadapa,Veeraballi,Matli,Red,8.55,0.28,0.95,31.41,111.0,1944.0,469.0,9.55,1.05,1.79,25.42,3.2,3.51,Horsegram
1579,14.18,79.35,Kadapa,Veeraballi,Matli,Red,9.38,0.44,0.48,10.13,144.0,1654.0,395.0,14.29,0.92,1.68,9.7,1.41,3.52,Mango
1580,14.15,79.35,Kadapa,Veeraballi,Matli,Red,9.38,0.05,0.26,15.43,61.0,686.0,388.0,1.84,0.27,0.22,13.56,1.11,10.66,Horsegram
1581,14.17,79.38,Kadapa,Veeraballi,Matli,Red,6.38,1.79,0.38,41.6,74.0,888.0,328.0,103.1,0.51,1.75,1.3,0.57,2.07,Groundnut
1582,14.15,79.35,Kadapa,Veeraballi,Matli,Red,8.5,0.42,0.35,85.06,97.0,915.0,376.0,22.06,2.28,0.8,4.25,1.08,8.18,Mango
1583,14.1,79.36,Kadapa,Veeraballi,Matli,Red,7.98,0.26,0.72,23.21,147.0,1795.0,349.0,8.37,0.58,1.57,10.02,1.94,5.05,Mango
1584,14.09,79.35,Kadapa,Veeraballi,Matli,Red,8.12,0.07,0.23,21.33,93.0,744.0,365.0,1.4,0.43,0.52,2.45,0.91,6.14,Horsegram
1585,14.09,79.35,Kadapa,Veeraballi,Matli,Red,8.2,0.17,0.69,20.01,197.0,1455.0,843.0,6.21,1.13,1.38,5.01,0.86,5.85,Horsegram
1586,14.09,79.35,Kadapa,Veeraballi,Matli,Red,8.42,0.15,0.34,4.25,92.0,2356.0,553.0,4.0,0.15,0.62,2.84,0.55,6.24,Groundnut
1587,14.09,79.36,Kadapa,Veeraballi,Matli,Red,8.25,0.2,0.6,40.25,76.0,1409.0,631.0,10.97,0.67,1.1,10.96,2.0,3.68,Groundnut
1588,14.11,79.36,Kadapa,Veeraballi,Matli,Red,8.47,0.18,0.45,21.63,90.0,1059.0,210.0,6.06,0.49,0.78,2.15,0.57,4.42,Groundnut
1589,14.1,79.35,Kadapa,Veeraballi,Matli,Red,8.76,1.16,0.74,33.76,171.0,1692.0,440.0,60.29,3.27,2.08,27.11,1.71,5.66,Horsegram
1590,14.1,79.35,Kadapa,Veeraballi,Matli,Red,8.55,0.39,0.74,10.37,175.0,2088.0,466.0,13.17,0.79,1.33,13.75,1.45,5.19,Groundnut
1591,14.09,79.36,Kadapa,Veeraballi,Matli,Red,8.51,0.93,0.91,14.97,151.0,1861.0,439.0,38.17,0.66,1.51,7.16,1.24,1.82,Mango
1592,14.15,79.38,Kadapa,Veeraballi,Matli,Red,8.91,1.09,0.37,14.69,61.0,1347.0,273.0,110.05,1.36,1.41,8.41,1.26,3.38,Horsegram
1593,14.15,79.41,Kadapa,Veeraballi,Tatiguntapalli (Matli),Red,7.12,0.08,0.35,3.8,140.0,549.0,147.0,3.86,0.72,0.39,6.55,0.99,18.78,Groundnut
1594,14.15,79.39,Kadapa,Veeraballi,Tatiguntapalli (Matli),Red,7.01,0.09,0.36,4.83,124.0,510.0,130.0,4.12,0.75,0.38,6.38,1.02,22.79,Mango
1595,14.15,79.4,Kadapa,Veeraballi,Tatiguntapalli (Matli),Red,7.72,0.07,0.29,13.08,103.0,697.0,243.0,2.82,1.16,0.43,4.81,1.24,16.14,Horsegram
1596,14.15,79.37,Kadapa,Veeraballi,Tatiguntapalli (Matli),Red,7.7,0.08,0.33,13.75,104.0,715.0,250.0,3.09,1.2,0.49,4.59,1.33,17.76,Horsegram
1597,14.17,79.37,Kadapa,Veeraballi,Tatiguntapalli (Matli),Red,7.61,0.07,0.27,13.48,99.0,693.0,248.0,2.53,1.14,0.54,4.54,1.25,15.18,Mango
1598,14.14,79.37,Kadapa,Veeraballi,Tatiguntapalli (Matli),Red,8.61,0.12,0.25,4.62,94.0,1385.0,214.0,5.1,0.39,0.8,1.86,0.47,5.24,Groundnut
1599,14.16,79.37,Kadapa,Veeraballi,Tatiguntapalli (Matli),Red,5.78,0.04,0.32,5.78,100.0,455.0,125.0,3.28,0.9,0.31,18.77,2.02,30.61,Groundnut
1600,14.16,79.39,Kadapa,Veeraballi,Tatiguntapalli (Matli),Red,5.8,0.04,0.32,5.79,101.0,487.0,134.0,3.11,0.88,0.23,17.64,1.93,29.9,Groundnut
1601,14.18,79.38,Kadapa,Veeraballi,Tatiguntapalli (Matli),Red,6.41,0.05,0.21,2.7,90.0,436.0,105.0,3.29,0.49,0.32,7.96,1.21,18.05,Groundnut
1602,14.15,79.39,Kadapa,Veeraballi,Tatiguntapalli (Matli),Red,6.42,0.04,0.19,2.74,96.0,477.0,109.0,2.73,0.46,0.28,7.76,1.11,17.81,Groundnut
1603,14.15,79.39,Kadapa,Veeraballi,Tatiguntapalli (Matli),Red,7.82,0.18,0.48,28.42,144.0,962.0,286.0,8.96,1.91,0.89,4.8,1.25,35.32,Horsegram
1604,14.18,79.37,Kadapa,Veeraballi,Tatiguntapalli (Matli),Red,7.82,0.21,0.56,30.7,141.0,1081.0,308.0,10.97,2.08,1.1,5.27,1.31,23.5,Mango
1605,14.18,79.38,Kadapa,Veeraballi,Tatiguntapalli (Matli),Red,7.95,0.28,0.69,53.13,121.0,1436.0,370.0,15.9,2.29,1.3,5.91,1.37,18.62,Groundnut
1606,14.17,79.37,Kadapa,Veeraballi,Tatiguntapalli (Matli),Red,8.5,0.12,0.32,6.4,110.0,1621.0,240.0,4.03,0.41,0.93,2.08,0.53,7.61,Horsegram
1607,14.17,79.38,Kadapa,Veeraballi,Tatiguntapalli (Matli),Red,8.4,0.11,0.27,5.77,113.0,1569.0,231.0,3.38,0.43,0.91,2.14,0.8,7.66,Groundnut
1608,14.18,79.38,Kadapa,Veeraballi,Tatiguntapalli (Matli),Red,8.41,0.1,0.3,5.31,115.0,1578.0,235.0,3.79,0.83,0.95,1.92,0.55,9.76,Horsegram
1609,14.18,79.37,Kadapa,Veeraballi,Tatiguntapalli (Matli),Red,8.46,0.1,0.32,5.03,114.0,1635.0,240.0,3.05,0.45,0.84,1.85,0.53,7.63,Groundnut
1610,14.18,79.36,Kadapa,Veeraballi,Tatiguntapalli (Matli),Red,8.54,0.12,0.25,5.4,107.0,1582.0,233.0,3.31,0.42,0.83,1.87,0.47,6.19,Horsegram
1611,14.17,79.38,Kadapa,Veeraballi,Tatiguntapalli (Matli),Red,8.37,0.11,0.29,5.12,113.0,1564.0,234.0,2.83,0.44,0.87,2.17,0.57,9.14,Horsegram
1612,14.15,79.39,Kadapa,Veeraballi,Tatiguntapalli (Matli),Red,8.65,0.13,0.31,5.11,109.0,1587.0,227.0,4.18,0.4,0.95,1.65,0.51,7.1,Mango
1613,14.16,79.37,Kadapa,Veeraballi,Tatiguntapalli (Matli),Red,8.55,0.11,0.34,5.16,114.0,1721.0,251.0,4.39,0.4,1.22,1.63,0.47,7.3,Mango
1614,14.14,79.4,Kadapa,Veeraballi,Tatiguntapalli (Matli),red,5.98,0.04,0.26,5.26,100.0,497.0,140.0,3.22,0.88,0.26,15.62,1.87,28.3,Groundnut
1615,14.15,79.4,Kadapa,Veeraballi,Tatiguntapalli (Matli),red,8.53,0.11,0.24,5.4,114.0,1643.0,234.0,3.18,0.41,0.88,1.64,0.52,6.92,Groundnut
1616,14.18,79.38,Kadapa,Veeraballi,Tatiguntapalli (Matli),red,8.45,0.12,0.31,4.58,114.0,1646.0,240.0,4.82,0.4,0.97,1.48,0.49,6.42,Horsegram
1617,14.14,79.38,Kadapa,Veeraballi,Tatiguntapalli (Matli),red,8.33,0.11,0.22,4.51,113.0,1662.0,252.0,3.28,0.39,0.99,1.32,0.45,6.99,Horsegram
1618,14.11,78.9,Kadapa,Veeraballi,Veeraballi,Red,8.44,0.24,0.55,12.92,236.0,3269.0,695.0,18.69,0.38,1.21,4.09,1.58,13.24,Groundnut
1619,14.1,78.85,Kadapa,Veeraballi,Veeraballi,Red,6.03,0.07,0.32,23.15,127.0,824.0,348.0,3.54,0.73,0.43,16.45,2.52,22.22,Groundnut
1620,14.1,78.89,Kadapa,Veeraballi,Veeraballi,Red,7.0,0.07,0.37,3.62,135.0,1677.0,391.0,3.58,0.47,0.35,7.16,2.03,22.73,Horsegram
1621,14.17,78.87,Kadapa,Veeraballi,Veeraballi,Red,8.25,0.5,0.45,12.47,147.0,2907.0,804.0,30.22,0.59,0.91,12.23,2.32,10.74,Horsegram
1622,14.13,78.86,Kadapa,Veeraballi,Veeraballi,Red,8.37,0.34,0.57,27.55,280.0,3034.0,671.0,35.69,0.48,1.09,4.16,1.36,15.88,Horsegram
1623,14.1,78.89,Kadapa,Veeraballi,Veeraballi,Red,8.46,0.11,0.3,5.74,109.0,1577.0,228.0,3.88,0.44,0.77,1.61,0.54,7.01,Horsegram
1624,14.1,78.9,Kadapa,Veeraballi,Veeraballi,Red,8.4,0.11,0.29,5.45,113.0,1561.0,232.0,3.4,0.4,0.78,1.81,0.54,7.83,Mango
1625,14.1,78.9,Kadapa,Veeraballi,Veeraballi,Red,8.47,0.11,0.31,4.91,114.0,1628.0,244.0,3.84,0.41,0.75,1.81,0.52,6.75,Mango
1626,14.13,78.86,Kadapa,Veeraballi,Veeraballi,Red,8.35,0.1,0.31,4.74,115.0,1550.0,233.0,3.02,0.43,0.83,1.95,0.56,8.73,Groundnut
1627,14.17,78.87,Kadapa,Veeraballi,Veeraballi,Red,6.4,0.04,0.2,2.5,70.0,576.0,150.0,2.48,0.21,0.2,8.9,1.19,11.35,Mango
1628,14.16,78.87,Kadapa,Veeraballi,Veeraballi,Red,5.25,0.04,0.17,2.23,54.0,248.0,38.0,3.35,0.17,0.18,18.1,0.53,7.99,Groundnut
1629,14.17,78.87,Kadapa,Veeraballi,Veeraballi,Red,6.18,0.15,0.27,12.18,103.0,897.0,189.0,10.21,0.47,0.41,3.45,1.45,8.18,Groundnut
1630,14.14,78.86,Kadapa,Veeraballi,Veeraballi,Red,7.92,0.06,0.18,5.37,63.0,883.0,95.0,1.91,0.24,0.25,2.77,0.78,4.84,Horsegram
1631,14.13,78.86,Kadapa,Veeraballi,Veeraballi,Red,4.61,0.05,0.15,2.33,50.0,149.0,30.0,3.19,0.5,0.22,19.95,0.42,5.77,Groundnut
1632,14.13,78.87,Kadapa,Veeraballi,Veeraballi,Red,5.66,0.03,0.06,3.15,63.0,455.0,121.0,2.31,0.17,0.16,9.62,0.97,13.65,Groundnut
1633,14.17,78.87,Kadapa,Veeraballi,Veeraballi,Red,8.15,0.06,0.1,0.91,59.0,948.0,77.0,2.46,0.18,0.3,4.21,1.19,4.76,Mango
1634,14.13,78.87,Kadapa,Veeraballi,Veeraballi,Red,7.95,0.18,0.29,16.11,118.0,942.0,243.0,20.19,0.53,0.53,4.27,2.32,8.97,Groundnut
1635,14.17,78.87,Kadapa,Veeraballi,Veeraballi,Red,7.98,0.06,0.26,10.01,82.0,828.0,131.0,1.73,0.41,0.26,2.42,0.62,6.42,Groundnut
1636,14.17,78.87,Kadapa,Veeraballi,Veeraballi,Red,6.88,0.06,0.24,2.08,81.0,690.0,170.0,2.52,0.29,0.24,8.27,1.5,8.47,Mango
1637,14.13,78.86,Kadapa,Veeraballi,Veeraballi,Red,9.05,0.24,0.22,6.47,195.0,2264.0,385.0,7.2,0.23,0.74,3.99,1.09,4.88,Horsegram
1638,14.17,78.87,Kadapa,Veeraballi,Veeraballi,Red,9.05,0.26,0.16,3.74,147.0,1978.0,350.0,7.55,0.26,0.58,3.36,0.8,5.0,Horsegram
1639,14.13,78.86,Kadapa,Veeraballi,Veeraballi,Red,7.98,0.28,0.65,15.42,183.0,1881.0,290.0,15.51,1.84,0.94,9.83,1.82,13.17,Mango
1640,14.17,78.87,Kadapa,Veeraballi,Veeraballi,Red,9.17,0.55,0.47,8.23,143.0,2022.0,491.0,30.39,1.13,1.44,12.23,1.51,5.0,Groundnut
1641,14.16,78.87,Kadapa,Veeraballi,Veeraballi,Red,7.35,0.19,0.27,3.11,100.0,866.0,181.0,5.32,0.59,0.33,7.58,1.16,18.39,Groundnut
1642,14.14,78.86,Kadapa,Veeraballi,Veeraballi,Red,8.13,0.16,0.78,22.9,225.0,1960.0,301.0,8.47,2.11,1.52,8.53,1.7,9.45,Groundnut
1643,14.12,78.86,Kadapa,Veeraballi,Veeraballi,Red,5.98,0.08,0.32,2.5,102.0,483.0,144.0,4.97,0.55,0.29,9.11,1.21,21.04,Groundnut
1644,14.13,78.87,Kadapa,Veeraballi,Veeraballi,Red,8.71,0.84,0.78,10.34,137.0,2017.0,469.0,61.52,1.55,2.03,17.42,1.97,8.07,Horsegram
1645,14.11,78.89,Kadapa,Veeraballi,Veeraballi,Red,7.65,0.08,0.27,3.17,127.0,863.0,243.0,2.59,0.21,0.54,3.07,0.55,6.88,Horsegram
1646,14.11,78.9,Kadapa,Veeraballi,Veeraballi,Red,9.41,0.04,0.02,1.09,159.0,2129.0,573.0,9.43,0.11,0.48,2.23,0.55,1.6,Horsegram
1647,14.11,78.9,Kadapa,Veeraballi,Veeraballi,Red,8.43,0.13,0.28,7.83,223.0,2131.0,327.0,3.49,0.32,0.83,5.98,1.47,8.03,Mango
1648,16.71,80.55,Krishna,G Konduru,C.H.Madhavaram,Black,8.04,0.29,0.49,12.14,98.0,4662.0,490.0,36.95,0.34,0.63,6.23,1.77,15.2,Cotton
1649,16.7,80.55,Krishna,G Konduru,C.H.Madhavaram,Black,7.98,0.56,0.4,25.06,222.0,3669.0,558.0,38.58,0.98,0.55,3.7,1.06,11.12,Chilli
1650,16.71,80.55,Krishna,G Konduru,C.H.Madhavaram,Black,8.08,0.42,0.43,10.05,160.0,5107.0,1453.0,21.19,0.51,1.19,10.85,2.37,22.73,Vegetables
1651,16.71,80.55,Krishna,G Konduru,C.H.Madhavaram,Black,8.11,0.46,0.44,12.75,231.0,4812.0,1605.0,45.24,0.55,1.46,9.48,2.04,26.57,Vegetables
1652,16.71,80.61,Krishna,G Konduru,Chevutur,Black,8.54,0.21,0.25,3.51,179.0,5183.0,1229.0,7.75,0.35,1.1,4.19,1.09,7.12,Cotton
1653,16.69,80.6,Krishna,G Konduru,Chevutur,Black,8.48,0.39,0.31,4.55,146.0,4507.0,779.0,17.28,0.9,1.19,4.85,1.26,10.6,Cotton
1654,16.7,80.61,Krishna,G Konduru,Chevutur,Black,8.07,0.25,0.3,6.22,199.0,5593.0,1199.0,9.81,0.33,1.02,3.71,1.06,8.45,Cotton
1655,16.7,80.61,Krishna,G Konduru,Chevutur,Black,7.93,0.57,0.54,25.75,198.0,4309.0,1227.0,32.72,0.81,1.57,30.56,3.28,7.71,Cotton
1656,16.7,80.61,Krishna,G Konduru,Chevutur,Black,7.6,0.16,0.43,18.01,164.0,2732.0,603.0,8.63,0.54,0.76,5.26,2.34,15.22,Cotton
1657,16.71,80.6,Krishna,G Konduru,Chevutur,Black,8.76,0.38,0.29,4.7,146.0,3519.0,949.0,22.93,0.33,1.68,6.34,1.66,9.91,Cotton
1658,16.71,80.6,Krishna,G Konduru,Chevutur,Black,8.41,0.7,0.41,10.66,276.0,3958.0,966.0,49.54,0.49,2.11,7.11,1.77,21.2,Cotton
1659,16.7,80.6,Krishna,G Konduru,Chevutur,Black,7.85,0.2,0.46,20.2,151.0,2907.0,856.0,15.15,0.75,0.85,4.03,3.53,13.43,Cotton
1660,16.72,80.6,Krishna,G Konduru,Chevutur,Black,7.8,0.24,0.37,9.99,104.0,4560.0,503.0,15.45,0.26,0.64,4.73,1.55,9.04,Cotton
1661,16.7,80.61,Krishna,G Konduru,Chevutur,Black,8.3,0.28,0.3,9.78,110.0,2641.0,384.0,10.6,0.3,1.36,8.79,2.32,19.01,Cotton
1662,16.69,80.59,Krishna,G Konduru,Chevutur,Black,8.21,0.39,0.43,13.22,179.0,2668.0,359.0,32.45,0.51,0.76,3.92,1.26,13.54,Cotton
1663,16.7,80.59,Krishna,G Konduru,Chevutur,Black,8.5,0.26,0.33,12.39,124.0,2745.0,364.0,16.92,0.46,1.1,4.82,1.33,11.25,Cotton
1664,16.68,80.58,Krishna,G Konduru,G.Konduru,Black,7.77,0.17,0.57,9.76,178.0,2412.0,251.0,9.76,1.34,0.8,6.3,1.17,19.96,Cotton
1665,16.68,80.58,Krishna,G Konduru,G.Konduru,Black,8.4,1.08,0.46,32.91,252.0,2524.0,1311.0,169.83,0.73,2.74,31.37,3.0,13.79,Cotton
1666,16.68,80.58,Krishna,G Konduru,G.Konduru,Black,7.87,0.43,0.31,17.02,112.0,1955.0,459.0,50.61,0.6,0.8,5.87,1.82,20.59,Cotton
1667,16.68,80.58,Krishna,G Konduru,G.Konduru,Black,7.91,0.45,0.42,13.87,270.0,6689.0,1028.0,31.86,0.49,0.99,3.83,1.42,24.02,Cotton
1668,16.68,80.58,Krishna,G Konduru,G.Konduru,Black,7.84,0.26,0.33,8.9,165.0,5840.0,574.0,7.92,0.48,0.75,3.87,1.31,12.8,Cotton
1669,16.68,80.58,Krishna,G Konduru,G.Konduru,Black,8.27,0.18,0.43,3.42,90.0,5120.0,1027.0,7.99,0.26,0.67,2.5,1.69,12.68,Cotton
1670,16.67,80.58,Krishna,G Konduru,G.Konduru,Black,8.1,0.19,0.39,5.79,115.0,7140.0,379.0,8.98,0.39,0.65,2.89,1.34,7.89,Cotton
1671,16.68,80.56,Krishna,G Konduru,Gaddamanugu,Black,8.35,0.24,0.45,16.64,199.0,4690.0,1229.0,24.56,0.44,1.32,2.26,1.48,15.04,cotton
1672,16.68,80.56,Krishna,G Konduru,Gaddamanugu,Black,8.57,0.19,0.38,11.73,239.0,4300.0,1553.0,11.94,1.3,1.24,4.94,2.11,15.62,cotton
1673,16.68,80.56,Krishna,G Konduru,Gaddamanugu,Black,8.6,0.15,0.32,6.65,162.0,4685.0,1398.0,8.91,0.24,0.8,5.28,1.24,12.66,cotton
